,articleID,publication_date,text,len_text,label
10842,11768587,2002-01-05,Effect of ramipril in a patient with glycogen storage disease type I and nephrotic-range proteinuria.,15,0
10843,11773823,2002-01-05,Coronary vasospasm resulting from a sudden autonomic response associated with an intracranial procedure was encountered during percutaneous radiofrequency trigeminal rhizotomy.,20,0
10844,11773823,2002-01-05,A rare complication of trigeminal nerve stimulation during radiofrequency thermocoagulation: sudden ST segment elevation.,14,0
10845,11773823,2002-01-05,"Although it is very rare, careful monitoring and readiness for the occurrence of such a potentially lethal situation with necessary medications may prevent a fatal outcome.",26,0
10846,11779923,2002-01-10,A combination of these two approaches may provide the best chance of improving outcome in severe acute ischemic stroke.,19,0
10847,11779923,2002-01-10,"This was a prospective, open-label study.",6,0
10848,11779923,2002-01-10,Sequential patients arriving to our center within 3 hours of stroke onset who were treated with intravenous alteplase were screened for possible additional intra-arterial therapy using noninvasive neuroimaging.,28,0
10849,11779923,2002-01-10,Early neurovascular and/or neurometabolic imaging identified the location of occlusion and tissue-at-risk (DWI-PWI mismatch) in all 8 patients.,18,0
10850,11779923,2002-01-10,Clinical measures and outcomes were recorded prospectively.,7,0
10851,11779923,2002-01-10,A total of 861 patients with ischemic stroke were admitted to Calgary hospitals during the study period.,17,0
10852,11779923,2002-01-10,Intra-arterial therapy has the theoretical advantage of establishing a neurovascular diagnosis and high symptomatic artery patency rate but the disadvantage of requiring extra time and technical expertise.,27,0
10853,11779923,2002-01-10,Eight patients over 21 months underwent a combined intravenous-intra-arterial approach.,10,0
10854,11779923,2002-01-10,"Six received intra-arterial alteplase and 1 underwent intracranial angioplasty; in a final patient, technical aspects prevented intra-arterial therapy.",18,0
10855,11779923,2002-01-10,We sought to assess the safety and feasibility of this approach.,11,0
10856,11779923,2002-01-10,"Two patients had a poor outcome, 1 patient suffered a significant groin hematoma, and there were no instances of symptomatic intracerebral hemorrhage.",22,0
10857,11779923,2002-01-10,On-going monitoring of alteplase-treated patients may allow the opportunity to perform rescue intra-arterial therapy.,14,0
10858,11779923,2002-01-10,Early noninvasive neurovascular and neurometabolic imaging is very helpful in choosing candidates for this type of therapy.,17,0
10859,11779923,2002-01-10,Acute intravenous--intra-arterial revascularization therapy for severe ischemic stroke.,8,0
10860,11779923,2002-01-10,Intravenous followed by intra-arterial therapy is a promising approach to the treatment of severe acute ischemic stroke.,17,0
10861,11779923,2002-01-10,Intravenous alteplase for acute ischemic stroke is least efficacious for patients with proximal large-artery occlusions and clinically severe strokes.,19,0
10862,11782125,2002-01-10,Respiratory effects of halothane in a patient with refractory status asthmaticus.,11,0
10863,11782125,2002-01-10,"Under constant mechanical ventilator settings, a highly significant linear correlation between peak airway pressure and arterial pCO(2)(r: 0.98 P<0.001) was observed.",21,0
10864,11782125,2002-01-10,The decrease in p(a)CO(2)induced by halothane may be explained by the diminished dead space that results from the drop in peak airway pressure.,23,0
10865,11782125,2002-01-10,We describe the case of a 36 year old patient who was admitted to the intensive care unit (ICU) for an acute asthma attack that failed to respond to conventional treatment and required mechanical ventilation.,35,0
10866,11782125,2002-01-10,The patient was extubated 24 h after her arrival to the ICU and discharged 72 h later.,17,0
10867,11782125,2002-01-10,"The patient's condition improved after halothane was administered; treatment with this inhalational anaesthetic lasted 7 h, and the beneficial effect was obtained by employing concentrations between 0.5 and 2%.",29,0
10868,11782125,2002-01-10,"Arterial hypotension, which improved with inotropic agents, was the only complication that seemed related to the inhaled anaesthetic.",18,0
10869,11782125,2002-01-10,A causal relationship between the administration of halothane and clinical improvement is suggested.,13,0
10870,11788010,2002-01-15,"In addition to its known effect on gallbladder stasis, octreotide alters bile acid composition and may thus hasten intrahepatic sludge and stone formation. bile duct stricture).",26,0
10871,11788010,2002-01-15,bile duct stricture).,3,0
10872,11788010,2002-01-15,We report a case of hepatolithiasis (intrahepatic stone) complicated by gram-negative sepsis in a 37 year old male with acromegaly being treated with octreotide.,24,1
10873,11788010,2002-01-15,This is the first reported case of hepatolithiasis during octreotide therapy.,11,1
10874,11788010,2002-01-15,Hepatolithiasis (intrahepatic stone) during octreotide therapy for acromegaly: a case report.,11,1
10875,11788010,2002-01-15,Extra caution should be taken in using octreotide or its long-acting analog in patients otherwise predisposed to intrahepatic bile stasis.,20,1
10876,11788010,2002-01-15,Hepatolithiasis is uncommon in western countries but is quite prevalent in East Asia and is often associated with a predisposing condition that causes intrahepatic bile stasis (eg.,27,0
10877,11788010,2002-01-15,"As a child, he had suffered a traumatic injury to his liver requiring the surgical repair of a laceration.",19,0
10878,11788010,2002-01-15,Gallstones and bile sludge are common side effects of octreotide therapy but rarely become symptomatic or require treatment.,18,1
10879,11793092,2002-01-17,The hemodiafiltration procedure with a polysulfone membrane was performed 3 times.,11,0
10880,11793092,2002-01-17,"A 17-year-old anuric female patient with end-stage renal failure received a massive overdose of vancomycin and was treated with high-flux hemodiafiltration, as described in this report.",26,0
10881,11793092,2002-01-17,The vancomycin concentration was decreased from 101 mg/l to 16.59 mg/l at the end of the procedure.,17,0
10882,11793092,2002-01-17,Hemodiafiltration for vancomycin overdose in a patient with end-stage renal failure.,11,0
10883,11793092,2002-01-17,No adverse effects were noted from either vancomycin or hemodiafiltration.,10,0
10884,11793092,2002-01-17,Hemodiafiltration with a high-flux polysulfone membrane is a novel and safe treatment modality for vancomycin overdose in pediatric patients.,19,0
10885,11795358,2002-01-25,The effect of SERMs on the endometrium.,7,0
10886,11795358,2002-01-25,"Thus, the risk appears to be confined to women over 50 because, in contrast, in women under 50 there was no statistically significant increase in the risk of endometrial carcinoma.",30,0
10887,11795358,2002-01-25,"Tamoxifen, the first clinically available SERM, was developed in 1966 and approved by the FDA (United States Food and Drug Administration) in 1978.",23,0
10888,11795358,2002-01-25,"It is the most prescribed antineoplastic drug in the world, with approximately 10 million women-use-years of experience.",17,0
10889,11795358,2002-01-25,"In this healthy population, the relative risk of developing endometrial carcinoma in the tamoxifen arm was 2.54, although when stratified by age, in women over 50, the risk grew to 4.01.",31,1
10890,11795358,2002-01-25,"Subsequently, in 1998, the observation of a significant 49% reduction in invasive breast cancer relative to placebo in a cohort of women at increased risk for the disease resulted in the early stopping of the National Surgical Adjuvant Breast and Bowel Project's (NSABP) P-1: Breast Cancer Prevention Trial (BCPT).",49,0
10891,11795358,2002-01-25,"Importantly, this was the first time that information became available about the effects of tamoxifen in healthy women, that is, women who did not already have breast cancer.",28,0
10892,11795358,2002-01-25,"However, in the mid-to-late 1980s, a series of letters to the editor and case reports announced an association between tamoxifen therapy in women with breast cancer and the development of endometrial carcinoma.",32,1
10893,11795358,2002-01-25,Tamoxifen has proved efficacious in all settings of breast cancer.,10,0
10894,11799420,2002-01-19,The treatment remains the removal of the offending stimulus along with drug therapy.,13,0
10895,11799420,2002-01-19,The mean age of onset is around puberty and boys suffer more commonly as they are more inclined to play video games.,22,0
10896,11799420,2002-01-19,Television set or computer screen is the commonest precipitants.,9,0
10897,11799420,2002-01-19,Video game epilepsy.,3,0
10898,11799420,2002-01-19,Video game epilepsy is considered to be its variant or a pattern sensitive epilepsy.,14,0
10899,11799420,2002-01-19,Reflex epilepsy is the commonest form of epilepsy in which seizures are provoked by specific external stimulus.,17,0
10900,11799420,2002-01-19,Photosensitive reflex epilepsy is provoked by environmental flicker stimuli.,9,0
10901,11799420,2002-01-19,We present two such case of epilepsy induced by video game.,11,0
10902,11799420,2002-01-19,Long term prognosis in these patients is better as photosensitivity gradually declines with increasing age.,15,0
10903,11804071,2002-01-24,Isonicotinic acid hydrazide induced anagen effluvium and associated lichenoid eruption.,10,1
10904,11804071,2002-01-24,"The complete recovery from anagen effluvium is difficult to explain, but it could have been because of the early initiation of corticosteroid.",22,0
10905,11804071,2002-01-24,Such anagen effluvium with lichenoid eruption following INH therapy has not been observed previously.,14,1
10906,11804071,2002-01-24,There was complete recovery of hair loss and the regrowth started after 12 weeks of alopecia.,16,0
10907,11804071,2002-01-24,A 32 year-old woman developed generalised lichenoid eruptions on her body followed by diffuse loss of scalp hair of the anagen effluvium type.,23,0
